I0908 03:58:04.500406       1 controller.go:284] "configured acme dns01 nameservers" logger="cert-manager.controller.build-context" nameservers=["10.96.0.10:53"]
I0908 03:58:04.533471       1 controller.go:225] "not starting controller as it's disabled" logger="cert-manager.controller" controller="certificatesigningrequests-issuer-venafi"
I0908 03:58:04.533441       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificaterequests-issuer-ca"
I0908 03:58:04.539819       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="clusterissuers"
I0908 03:58:04.541355       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-key-manager"
I0908 03:58:04.543819       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-revision-manager"
I0908 03:58:04.546283       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificaterequests-issuer-selfsigned"
I0908 03:58:04.548824       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-trigger"
I0908 03:58:04.553653       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="orders"
I0908 03:58:04.557810       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificaterequests-issuer-acme"
I0908 03:58:04.559441       1 controller.go:225] "not starting controller as it's disabled" logger="cert-manager.controller" controller="gateway-shim"
I0908 03:58:04.559538       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="challenges"
I0908 03:58:04.561301       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-readiness"
I0908 03:58:04.562961       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-request-manager"
I0908 03:58:04.564306       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="issuers"
I0908 03:58:04.565676       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="ingress-shim"
I0908 03:58:04.567159       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificates-issuing"
I0908 03:58:04.568694       1 controller.go:248] "starting controller" logger="cert-manager.controller" controller="certificaterequests-issuer-venafi"
I0908 03:58:04.575803       1 reflector.go:359] Caches populated for *v1.PartialObjectMetadata from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.575915       1 reflector.go:359] Caches populated for *v1.PartialObjectMetadata from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.576382       1 reflector.go:359] Caches populated for *v1.Ingress from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.576491       1 reflector.go:359] Caches populated for *v1.PartialObjectMetadata from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.580277       1 reflector.go:359] Caches populated for *v1.Secret from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.593659       1 reflector.go:359] Caches populated for *v1.Challenge from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.607261       1 reflector.go:359] Caches populated for *v1.ClusterIssuer from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.611156       1 reflector.go:359] Caches populated for *v1.Certificate from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.623010       1 reflector.go:359] Caches populated for *v1.Order from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.624404       1 util.go:83] "owning resource not found in cache" logger="cert-manager.controller.certificaterequests-issuer-acme.handleOwnedResource" resource_name="grafana-tls-1-3356940101" resource_namespace="observability" resource_kind="Order" resource_version="v1" related_resource_namespace="observability" related_resource_name="grafana-tls-1" related_resource_kind="CertificateRequest"
I0908 03:58:04.624457       1 util.go:83] "owning resource not found in cache" logger="cert-manager.controller.certificaterequests-issuer-acme.handleOwnedResource" resource_name="grafana-tls-2-680570563" resource_namespace="observability" resource_kind="Order" resource_version="v1" related_resource_namespace="observability" related_resource_name="grafana-tls-2" related_resource_kind="CertificateRequest"
I0908 03:58:04.624520       1 util.go:83] "owning resource not found in cache" logger="cert-manager.controller.certificaterequests-issuer-acme.handleOwnedResource" resource_name="whoami-tls-1-1988155283" resource_namespace="whoami" resource_kind="Order" resource_version="v1" related_resource_namespace="whoami" related_resource_name="whoami-tls-1" related_resource_kind="CertificateRequest"
I0908 03:58:04.630586       1 reflector.go:359] Caches populated for *v1.Issuer from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.642445       1 reflector.go:359] Caches populated for *v1.CertificateRequest from k8s.io/client-go@v0.30.1/tools/cache/reflector.go:232
I0908 03:58:04.643553       1 setup.go:225] "ACME server URL host and ACME private key registration host differ. Re-checking ACME account registration" logger="cert-manager.controller" resource_name="letsencrypt-staging" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="le-staging-account-key" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:04.644431       1 setup.go:225] "ACME server URL host and ACME private key registration host differ. Re-checking ACME account registration" logger="cert-manager.controller" resource_name="letsencrypt-staging-dns" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="letsencrypt-staging-dns" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:04.644662       1 setup.go:225] "ACME server URL host and ACME private key registration host differ. Re-checking ACME account registration" logger="cert-manager.controller" resource_name="letsencrypt-prod" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="le-prod-account-key" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:04.644002       1 setup.go:225] "ACME server URL host and ACME private key registration host differ. Re-checking ACME account registration" logger="cert-manager.controller" resource_name="letsencrypt-prod-dns" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="letsencrypt-prod-dns" related_resource_namespace="cert-manager" related_resource_kind="Secret"
E0908 03:58:04.655058       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-2-680570563"
E0908 03:58:04.654682       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-1-3356940101"
E0908 03:58:04.655384       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="whoami/whoami-tls-1-1988155283"
E0908 03:58:09.656236       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-2-680570563"
E0908 03:58:09.656239       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-1-3356940101"
E0908 03:58:09.656468       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="whoami/whoami-tls-1-1988155283"
E0908 03:58:19.657638       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-2-680570563"
E0908 03:58:19.657757       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="whoami/whoami-tls-1-1988155283"
E0908 03:58:19.657675       1 controller.go:162] "re-queuing item due to error processing" err="ACME client for issuer not initialised/available" logger="cert-manager.controller" key="observability/grafana-tls-1-3356940101"
I0908 03:58:20.716806       1 setup.go:315] "verified existing registration with ACME server" logger="cert-manager.controller" resource_name="letsencrypt-prod-dns" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="letsencrypt-prod-dns" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:20.817659       1 setup.go:315] "verified existing registration with ACME server" logger="cert-manager.controller" resource_name="letsencrypt-prod" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="le-prod-account-key" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:20.917273       1 setup.go:315] "verified existing registration with ACME server" logger="cert-manager.controller" resource_name="letsencrypt-staging" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="le-staging-account-key" related_resource_namespace="cert-manager" related_resource_kind="Secret"
I0908 03:58:21.120144       1 setup.go:315] "verified existing registration with ACME server" logger="cert-manager.controller" resource_name="letsencrypt-staging-dns" resource_namespace="" resource_kind="ClusterIssuer" resource_version="v1" related_resource_name="letsencrypt-staging-dns" related_resource_namespace="cert-manager" related_resource_kind="Secret"
E0908 04:21:31.966266       1 controller.go:98] ingress 'observability/grafana-ingress' in work queue no longer exists
E0908 04:21:31.972858       1 controller.go:98] ingress 'observability/grafana-ingress' in work queue no longer exists
I0908 04:21:31.997361       1 util.go:83] "owning resource not found in cache" logger="cert-manager.controller.certificaterequests-issuer-acme.handleOwnedResource" resource_name="grafana-tls-1-3356940101" resource_namespace="observability" resource_kind="Order" resource_version="v1" related_resource_namespace="observability" related_resource_name="grafana-tls-1" related_resource_kind="CertificateRequest"
E0908 04:21:32.005410       1 controller.go:165] "order in work queue no longer exists" err="order.acme.cert-manager.io \"grafana-tls-1-3356940101\" not found" logger="cert-manager.controller"
I0908 04:21:32.011736       1 util.go:83] "owning resource not found in cache" logger="cert-manager.controller.certificaterequests-issuer-acme.handleOwnedResource" resource_name="grafana-tls-2-680570563" resource_namespace="observability" resource_kind="Order" resource_version="v1" related_resource_namespace="observability" related_resource_name="grafana-tls-2" related_resource_kind="CertificateRequest"
E0908 04:21:32.011768       1 controller.go:165] "order in work queue no longer exists" err="order.acme.cert-manager.io \"grafana-tls-2-680570563\" not found" logger="cert-manager.controller"
I0908 04:21:34.555564       1 trigger_controller.go:215] "Certificate must be re-issued" logger="cert-manager.controller" key="observability/grafana-tls" reason="IncorrectIssuer" message="Issuing certificate as Secret was previously issued by \"ClusterIssuer.cert-manager.io/letsencrypt-prod\""
I0908 04:21:34.555617       1 conditions.go:203] Setting lastTransitionTime for Certificate "grafana-tls" condition "Issuing" to 2025-09-08 04:21:34.55558495 +0000 UTC m=+1410.227263204
I0908 04:21:34.555648       1 conditions.go:203] Setting lastTransitionTime for Certificate "grafana-tls" condition "Ready" to 2025-09-08 04:21:34.555390498 +0000 UTC m=+1410.227068742
I0908 04:21:34.578905       1 controller.go:157] "re-queuing item due to optimistic locking on resource" logger="cert-manager.controller" key="observability/grafana-tls" error="Operation cannot be fulfilled on certificates.cert-manager.io \"grafana-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0908 04:21:34.581234       1 conditions.go:203] Setting lastTransitionTime for Certificate "grafana-tls" condition "Ready" to 2025-09-08 04:21:34.581214915 +0000 UTC m=+1410.252893169
I0908 04:21:34.598174       1 conditions.go:263] Setting lastTransitionTime for CertificateRequest "grafana-tls-1" condition "Approved" to 2025-09-08 04:21:34.59764035 +0000 UTC m=+1410.269318594
E0908 04:21:34.609133       1 controller.go:162] "re-queuing item due to error processing" err="certificaterequests.cert-manager.io \"grafana-tls-1\" already exists" logger="cert-manager.controller" key="observability/grafana-tls"
I0908 04:21:34.636690       1 conditions.go:263] Setting lastTransitionTime for CertificateRequest "grafana-tls-1" condition "Ready" to 2025-09-08 04:21:34.636680147 +0000 UTC m=+1410.308358401
I0908 04:21:37.207218       1 acme.go:233] "certificate issued" logger="cert-manager.controller.sign" resource_name="grafana-tls-1" resource_namespace="observability" resource_kind="CertificateRequest" resource_version="v1" related_resource_name="grafana-tls-1-3356940101" related_resource_namespace="observability" related_resource_kind="Order" related_resource_version="v1"
I0908 04:21:37.207652       1 conditions.go:252] Found status change for CertificateRequest "grafana-tls-1" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2025-09-08 04:21:37.207640111 +0000 UTC m=+1412.879318395
I0908 04:21:37.239106       1 conditions.go:192] Found status change for Certificate "grafana-tls" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2025-09-08 04:21:37.239091365 +0000 UTC m=+1412.910769649
I0908 04:21:37.261060       1 controller.go:157] "re-queuing item due to optimistic locking on resource" logger="cert-manager.controller" key="observability/grafana-tls" error="Operation cannot be fulfilled on certificates.cert-manager.io \"grafana-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0908 04:21:37.263791       1 conditions.go:192] Found status change for Certificate "grafana-tls" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2025-09-08 04:21:37.263783278 +0000 UTC m=+1412.935461552
I0908 04:21:37.273907       1 controller.go:157] "re-queuing item due to optimistic locking on resource" logger="cert-manager.controller" key="observability/grafana-tls" error="Operation cannot be fulfilled on certificates.cert-manager.io \"grafana-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0908 04:21:37.276395       1 controller.go:157] "re-queuing item due to optimistic locking on resource" logger="cert-manager.controller" key="observability/grafana-tls" error="Operation cannot be fulfilled on certificates.cert-manager.io \"grafana-tls\": the object has been modified; please apply your changes to the latest version and try again"
